epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,101322,0.53429,0.30709,0.79896,0.97165,0.91814,0.94563,0.83292,0.38802,0.19811,0.77874,0.004555,0.004555,0.004555
57,102775,0.53066,0.30484,0.79838,0.96918,0.91976,0.94572,0.83307,0.38807,0.19778,0.77865,0.004456,0.004456,0.004456
58,104153,0.52937,0.30373,0.79842,0.97114,0.91993,0.94609,0.83385,0.38742,0.19727,0.77854,0.004357,0.004357,0.004357
59,105431,0.52757,0.30224,0.79832,0.97106,0.92012,0.94641,0.83405,0.3857,0.19655,0.77837,0.004258,0.004258,0.004258
60,106645,0.52538,0.30151,0.79814,0.97158,0.9194,0.94616,0.83448,0.38479,0.19621,0.77825,0.004159,0.004159,0.004159
61,107792,0.5227,0.299,0.79778,0.9726,0.91906,0.94633,0.83474,0.38482,0.19575,0.77821,0.00406,0.00406,0.00406
62,108944,0.52071,0.298,0.79767,0.97245,0.91893,0.94646,0.83488,0.38447,0.19511,0.77817,0.003961,0.003961,0.003961
63,110096,0.51725,0.29557,0.79672,0.9729,0.9191,0.94691,0.8354,0.38281,0.19432,0.77803,0.003862,0.003862,0.003862
64,111246,0.51531,0.29457,0.79651,0.97302,0.9197,0.94723,0.83616,0.38173,0.19372,0.77792,0.003763,0.003763,0.003763
65,112397,0.51246,0.29194,0.79616,0.97298,0.92106,0.94767,0.83638,0.38146,0.19344,0.77781,0.003664,0.003664,0.003664
66,113547,0.5121,0.29189,0.79638,0.97274,0.92123,0.94799,0.83666,0.38069,0.19265,0.77765,0.003565,0.003565,0.003565
67,114696,0.50887,0.28954,0.79549,0.9718,0.92257,0.94868,0.83758,0.3786,0.1919,0.77745,0.003466,0.003466,0.003466
68,115850,0.50609,0.28761,0.79568,0.97358,0.92093,0.94792,0.83803,0.37813,0.19137,0.77731,0.003367,0.003367,0.003367
69,117001,0.50475,0.28637,0.795,0.97344,0.92106,0.94798,0.83864,0.37724,0.19043,0.7772,0.003268,0.003268,0.003268
70,118152,0.50158,0.28437,0.79528,0.97428,0.92195,0.94841,0.83914,0.37563,0.18969,0.77709,0.003169,0.003169,0.003169
71,119307,0.49993,0.28316,0.79445,0.97453,0.92202,0.9487,0.83995,0.37369,0.18902,0.77699,0.00307,0.00307,0.00307
72,120457,0.49485,0.27993,0.79371,0.97535,0.92327,0.94962,0.84122,0.37156,0.18832,0.77677,0.002971,0.002971,0.002971
73,121610,0.49393,0.2789,0.79362,0.97439,0.92306,0.94936,0.84158,0.37122,0.18759,0.77657,0.002872,0.002872,0.002872
74,122765,0.49149,0.27789,0.79332,0.97542,0.92271,0.94911,0.84213,0.369,0.1868,0.77643,0.002773,0.002773,0.002773
75,123918,0.48792,0.27494,0.79303,0.9746,0.92348,0.94901,0.84225,0.36871,0.18619,0.77617,0.002674,0.002674,0.002674
76,125074,0.48586,0.27342,0.79255,0.97391,0.92306,0.94899,0.84255,0.36722,0.1855,0.77598,0.002575,0.002575,0.002575
77,126231,0.48227,0.27123,0.79221,0.97402,0.9239,0.94932,0.8426,0.3667,0.18538,0.77589,0.002476,0.002476,0.002476
78,127385,0.48075,0.27044,0.79241,0.97301,0.92573,0.94995,0.84326,0.36572,0.18477,0.77573,0.002377,0.002377,0.002377
79,128545,0.47771,0.26862,0.79189,0.97348,0.92516,0.95,0.84408,0.36481,0.18463,0.77555,0.002278,0.002278,0.002278
80,129697,0.47397,0.26583,0.79124,0.97372,0.92553,0.95031,0.84448,0.36377,0.184,0.77541,0.002179,0.002179,0.002179
81,130850,0.47046,0.26303,0.79075,0.97348,0.92547,0.95012,0.84525,0.36187,0.18282,0.77533,0.00208,0.00208,0.00208
82,132004,0.46802,0.26084,0.79056,0.97369,0.92621,0.95067,0.84624,0.35997,0.18181,0.77522,0.001981,0.001981,0.001981
83,133160,0.46467,0.25908,0.79035,0.97259,0.9269,0.95096,0.84726,0.3576,0.18094,0.775,0.001882,0.001882,0.001882
84,134315,0.462,0.25657,0.78984,0.97303,0.92719,0.95109,0.84826,0.35563,0.18009,0.77483,0.001783,0.001783,0.001783
85,135473,0.4573,0.25358,0.78899,0.97285,0.9276,0.95133,0.84872,0.35415,0.17925,0.77455,0.001684,0.001684,0.001684
86,136775,0.45407,0.25137,0.78912,0.97516,0.92668,0.95133,0.84891,0.35261,0.17855,0.77433,0.001585,0.001585,0.001585
87,138057,0.44936,0.24871,0.788,0.97626,0.92579,0.95153,0.84993,0.35124,0.17812,0.7741,0.001486,0.001486,0.001486
88,139261,0.44616,0.24667,0.7879,0.97591,0.92618,0.95147,0.85081,0.35042,0.17737,0.77392,0.001387,0.001387,0.001387
89,140459,0.44177,0.24342,0.787,0.97577,0.92606,0.95134,0.85135,0.34862,0.17666,0.7738,0.001288,0.001288,0.001288
90,141650,0.4379,0.24055,0.78685,0.97577,0.92627,0.95155,0.85198,0.34667,0.1757,0.7736,0.001189,0.001189,0.001189
91,142866,0.3999,0.221,0.77785,0.97545,0.92719,0.95188,0.85329,0.34472,0.17522,0.77345,0.00109,0.00109,0.00109
92,144059,0.39295,0.2174,0.77736,0.97604,0.9268,0.95154,0.85372,0.34275,0.17475,0.77335,0.000991,0.000991,0.000991
93,145248,0.38824,0.2136,0.77697,0.97719,0.92598,0.95169,0.85395,0.34201,0.17453,0.77328,0.000892,0.000892,0.000892
94,146449,0.38292,0.20978,0.77627,0.97628,0.92643,0.95209,0.85453,0.34033,0.17372,0.77316,0.000793,0.000793,0.000793
95,147652,0.3772,0.20605,0.77565,0.97527,0.92623,0.9517,0.85507,0.33926,0.17263,0.77304,0.000694,0.000694,0.000694
96,148850,0.37078,0.20174,0.77471,0.97524,0.92716,0.95183,0.85612,0.33649,0.1716,0.77278,0.000595,0.000595,0.000595
97,150053,0.36533,0.19803,0.77428,0.97599,0.92709,0.95179,0.85706,0.33381,0.17053,0.77259,0.000496,0.000496,0.000496
98,151254,0.35887,0.19336,0.77375,0.97671,0.92778,0.95185,0.85851,0.33114,0.1694,0.7724,0.000397,0.000397,0.000397
99,152451,0.35361,0.18896,0.7731,0.97593,0.92848,0.95232,0.85938,0.32889,0.16846,0.77211,0.000298,0.000298,0.000298
100,153653,0.34772,0.1841,0.77266,0.97568,0.92873,0.95245,0.86056,0.32699,0.16753,0.77186,0.000199,0.000199,0.000199
