epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,46104.9,0.71951,0.42461,0.82393,0.94803,0.89522,0.92181,0.77224,0.51544,0.26993,0.79332,0.005842,0.005842,0.005842
44,47054.1,0.71584,0.42185,0.82305,0.94897,0.89471,0.92153,0.77363,0.51325,0.26863,0.79312,0.005743,0.005743,0.005743
45,47998.3,0.71399,0.42151,0.82255,0.95209,0.89447,0.92238,0.77458,0.51159,0.26778,0.79298,0.005644,0.005644,0.005644
46,48945.1,0.71132,0.41829,0.82266,0.95238,0.89552,0.9233,0.77516,0.51019,0.26673,0.79283,0.005545,0.005545,0.005545
47,49893.7,0.70924,0.41676,0.82194,0.95226,0.89561,0.92332,0.77554,0.50893,0.26601,0.79262,0.005446,0.005446,0.005446
48,50841.8,0.70487,0.41366,0.82112,0.95209,0.89559,0.92265,0.77644,0.50691,0.26516,0.79229,0.005347,0.005347,0.005347
49,51792.2,0.70468,0.41376,0.82178,0.94907,0.89685,0.92292,0.77667,0.50598,0.2644,0.79215,0.005248,0.005248,0.005248
50,52744.7,0.70231,0.41102,0.82119,0.95199,0.89695,0.92368,0.7773,0.50555,0.26381,0.79204,0.005149,0.005149,0.005149
51,53698.2,0.69858,0.40836,0.82024,0.94946,0.89829,0.92421,0.77855,0.50406,0.26295,0.79189,0.00505,0.00505,0.00505
52,54646.4,0.69756,0.40776,0.8204,0.95124,0.89802,0.92423,0.77888,0.5026,0.26192,0.7917,0.004951,0.004951,0.004951
53,55597.6,0.69467,0.40532,0.82006,0.95073,0.89784,0.92452,0.77948,0.50101,0.26081,0.79142,0.004852,0.004852,0.004852
54,56548.9,0.69288,0.40511,0.81987,0.95259,0.89863,0.92477,0.77973,0.49946,0.25971,0.79106,0.004753,0.004753,0.004753
55,57498.3,0.69025,0.40249,0.81948,0.95364,0.89901,0.92549,0.78054,0.49734,0.25854,0.79084,0.004654,0.004654,0.004654
56,58447.4,0.68832,0.40042,0.81928,0.95333,0.89831,0.92521,0.78095,0.49588,0.25769,0.79071,0.004555,0.004555,0.004555
57,59399,0.68447,0.39863,0.81823,0.95239,0.9002,0.92568,0.78147,0.4946,0.2569,0.79054,0.004456,0.004456,0.004456
58,60350.7,0.68277,0.39674,0.8182,0.9542,0.89944,0.92547,0.78149,0.49362,0.25627,0.79032,0.004357,0.004357,0.004357
59,61305.3,0.67799,0.39299,0.81706,0.95406,0.90004,0.92621,0.78249,0.49159,0.25509,0.79016,0.004258,0.004258,0.004258
60,62257.1,0.67883,0.39282,0.81747,0.95361,0.89975,0.92577,0.78393,0.48932,0.25411,0.78987,0.004159,0.004159,0.004159
61,63208,0.67618,0.39189,0.81695,0.95281,0.90024,0.92666,0.78425,0.48819,0.25342,0.78974,0.00406,0.00406,0.00406
62,64159.5,0.67293,0.38938,0.81705,0.95309,0.90107,0.92694,0.78485,0.48716,0.2525,0.78962,0.003961,0.003961,0.003961
63,65112.4,0.67051,0.38731,0.81627,0.95325,0.90044,0.92755,0.78541,0.48622,0.25182,0.78939,0.003862,0.003862,0.003862
64,66062.9,0.66769,0.38546,0.81626,0.95292,0.90136,0.92786,0.78658,0.48446,0.25103,0.78926,0.003763,0.003763,0.003763
65,67012.6,0.66617,0.38392,0.81574,0.95244,0.90241,0.92791,0.78713,0.48326,0.25017,0.7891,0.003664,0.003664,0.003664
66,67966.2,0.66196,0.38099,0.81516,0.95246,0.90306,0.92789,0.78752,0.48257,0.24929,0.78889,0.003565,0.003565,0.003565
67,68913.4,0.65972,0.37863,0.81459,0.95375,0.90391,0.92883,0.7884,0.48116,0.24844,0.78876,0.003466,0.003466,0.003466
68,69862,0.65747,0.37822,0.8147,0.95498,0.90251,0.92846,0.78916,0.48035,0.24789,0.78868,0.003367,0.003367,0.003367
69,71235.6,0.65342,0.37472,0.81425,0.95683,0.90158,0.92857,0.78983,0.47927,0.24714,0.78857,0.003268,0.003268,0.003268
70,72627.7,0.65119,0.37259,0.81363,0.95553,0.90277,0.92929,0.79093,0.47711,0.24613,0.78834,0.003169,0.003169,0.003169
71,73818.3,0.64821,0.37063,0.81309,0.95756,0.90222,0.92963,0.79139,0.476,0.24542,0.78819,0.00307,0.00307,0.00307
72,75011.1,0.64734,0.36987,0.81326,0.9589,0.9018,0.93001,0.79187,0.47467,0.24491,0.78802,0.002971,0.002971,0.002971
